design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
/home/alex/chaos_automaton_Summer_2022/openlane/chaos_automaton_full,chaos_automaton_full,22_08_05_12_15,flow completed,0h24m34s0ms,0h10m22s0ms,-2.0,0.81,-1,49.26,5571.82,-1,0,0,0,0,0,0,0,49,0,-1,-1,1074055,218409,-35.16,-51.38,0.0,0.0,-1,-175.51,-255.49,0.0,0.0,-1,632793307.0,0.0,52.8,40.38,8.04,6.89,-1,15211,29924,2316,17028,0,0,0,26245,18,100,15,20,254,29,2,6067,6944,7278,69,644,11016,0,11660,780720.2304,0.0511,0.0545,0.000253,0.0629,0.0691,3.13e-07,0.0687,0.0815,4.3e-07,2.0300000000000002,26.0,38.46153846153846,25,AREA 0,12,50,1,153.6,153.18,0.5,0.3,sky130_fd_sc_hd,4,4
