design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
/home/alex/chaos_automaton_Summer_2022/openlane/chaos_automaton,chaos_automaton,22_08_03_20_14,flow completed,0h30m50s0ms,0h16m27s0ms,-2.0,0.81,-1,49.0,5009.09,-1,0,0,0,0,0,0,0,50,0,-1,-1,1049271,217286,-35.29,-51.92,0.0,0.0,-1,-175.9,-259.09,0.0,0.0,-1,633311067.0,0.0,52.27,38.97,7.16,7.2,-1,15162,29776,2205,16818,0,0,0,26253,72,6408,15,21,251,28,3,6108,7031,7124,70,644,11016,0,11660,780720.2304,0.0506,0.0537,0.00025,0.0624,0.0682,3.12e-07,0.0685,0.0805,4.27e-07,2.0999999999999996,26.0,38.46153846153846,25,AREA 0,12,50,1,153.6,153.18,0.49,0.3,sky130_fd_sc_hd,4,4
